pt,p_throws,delta_3b_in,d_stuff,n
CU,L,-10,1.61990658209103,4418
SI,L,-10,0.0477953065706932,11579
ST,L,-10,1.15894266612852,4904
FF,L,-10,0.201606227951922,21223
CH,L,-10,-0.0173529905160559,9928
SL,L,-10,2.03732574317656,8724
FC,L,-10,1.30534435992682,4405
FS,L,-10,1.0402688688771,781
SI,R,-11,0.29408527123206,25818
FC,R,-11,-0.330367950201907,13054
SL,R,-11,-0.966295518307436,20362
CU,R,-11,-0.216280360596338,11619
FF,R,-11,0.0387716195732028,52611
CH,R,-11,0.687467008256939,16724
FS,R,-11,0.416853782420442,6921
ST,R,-11,-1.0471213929743,12577
CU,L,-11,1.91732118402146,4418
SI,L,-11,0.0760567524062245,11579
ST,L,-11,1.33526824464212,4904
FF,L,-11,0.24940802701381,21223
CH,L,-11,0.0579517361098641,9928
SL,L,-11,2.37608327026085,8724
FC,L,-11,1.52074487246737,4405
FS,L,-11,1.2496184681495,781
SI,R,-12,0.386025429756414,25818
FC,R,-12,-0.343763467875805,13054
SL,R,-12,-1.00653723904654,20362
CU,R,-12,-0.271695707219436,11619
FF,R,-12,0.0855186141351708,52611
CH,R,-12,0.804499200647955,16724
FS,R,-12,0.527313391592403,6921
ST,R,-12,-1.08253078911559,12577
CU,L,-12,2.35844932718947,4418
SI,L,-12,0.127163428809474,11579
ST,L,-12,1.59591468745756,4904
FF,L,-12,0.327986362446202,21223
CH,L,-12,0.165960089045807,9928
SL,L,-12,2.79626125208004,8724
FC,L,-12,1.79558439611757,4405
FS,L,-12,1.45683945428431,781
SI,R,-13,0.526409824865003,25818
FC,R,-13,-0.32474536212658,13054
SL,R,-13,-1.01974942809189,20362
CU,R,-13,-0.319194717168995,11619
FF,R,-13,0.159525938151649,52611
CH,R,-13,0.942832748530891,16724
FS,R,-13,0.651123690287618,6921
ST,R,-13,-1.08047815420279,12577
CU,L,-13,2.89880773092048,4418
SI,L,-13,0.21117300465868,11579
ST,L,-13,1.94979626925705,4904
FF,L,-13,0.462902482953337,21223
CH,L,-13,0.34075683946523,9928
SL,L,-13,3.22871965579177,8724
FC,L,-13,2.13257215430907,4405
FS,L,-13,1.68038216616651,781
SI,R,-14,0.699931893684099,25818
FC,R,-14,-0.282152289967498,13054
SL,R,-14,-0.98644641103629,20362
CU,R,-14,-0.336575135878081,11619
FF,R,-14,0.244570932396412,52611
CH,R,-14,1.100638570196,16724
FS,R,-14,0.787957438838433,6921
ST,R,-14,-1.00209096350217,12577
CU,L,-14,3.36947222419056,4418
SI,L,-14,0.329823918759661,11579
ST,L,-14,2.22788569350307,4904
FF,L,-14,0.657631128777466,21223
CH,L,-14,0.588261073683851,9928
SL,L,-14,3.76026527134767,8724
FC,L,-14,2.57000259013717,4405
FS,L,-14,2.00770696419664,781
SI,R,-15,0.830543938782002,25818
FC,R,-15,-0.27482342704914,13054
SL,R,-15,-1.03628945522901,20362
CU,R,-15,-0.401998455099732,11619
FF,R,-15,0.302795647078628,52611
CH,R,-15,1.24223008751754,16724
FS,R,-15,0.898421026932626,6921
ST,R,-15,-1.04299834456406,12577
CU,L,-15,3.90652187698258,4418
SI,L,-15,0.421252383223145,11579
ST,L,-15,2.50723022349749,4904
FF,L,-15,0.799853312732486,21223
CH,L,-15,0.775872657364536,9928
SL,L,-15,4.2532076195533,8724
FC,L,-15,2.95461054508403,4405
FS,L,-15,2.35633701699034,781
SI,R,-16,0.929021152606915,25818
FC,R,-16,-0.293642053117816,13054
SL,R,-16,-1.1001650641584,20362
CU,R,-16,-0.484627233117663,11619
FF,R,-16,0.345095998352975,52611
CH,R,-16,1.38767990239831,16724
FS,R,-16,1.00125901180259,6921
ST,R,-16,-1.10518077121768,12577
CU,L,-16,4.48064771373768,4418
SI,L,-16,0.490605564504433,11579
ST,L,-16,2.7354747053887,4904
FF,L,-16,0.907407903712138,21223
CH,L,-16,0.910707514841201,9928
SL,L,-16,4.7129616729516,8724
FC,L,-16,3.27744899985683,4405
FS,L,-16,2.70617906094018,781
SI,R,-17,1.01532303657334,25818
FC,R,-17,-0.31563443085256,13054
SL,R,-17,-1.1659556768328,20362
CU,R,-17,-0.531109010886424,11619
FF,R,-17,0.378773577447548,52611
CH,R,-17,1.5320050432046,16724
FS,R,-17,1.10577241212469,6921
ST,R,-17,-1.14988675043095,12577
CU,L,-17,5.0052345217372,4418
SI,L,-17,0.546207038975207,11579
ST,L,-17,2.92691747841656,4904
FF,L,-17,0.994731588080731,21223
CH,L,-17,1.01659236508841,9928
SL,L,-17,5.19058498692404,8724
FC,L,-17,3.55739909528479,4405
FS,L,-17,3.06127344210924,781
SI,R,-18,1.10353996980516,25818
FC,R,-18,-0.345777953723708,13054
SL,R,-18,-1.25477912640722,20362
CU,R,-18,-0.608332464925599,11619
FF,R,-18,0.414076821510809,52611
CH,R,-18,1.67814385501977,16724
FS,R,-18,1.22143679070905,6921
ST,R,-18,-1.27611890959607,12577
CU,L,-18,5.60308126762148,4418
SI,L,-18,0.592175770295821,11579
ST,L,-18,3.13270576735006,4904
FF,L,-18,1.07819562995125,21223
CH,L,-18,1.10664076719885,9928
SL,L,-18,5.73909522354464,8724
FC,L,-18,3.91314289498716,4405
FS,L,-18,3.37503713024474,781
SI,R,-19,1.19817079150877,25818
FC,R,-19,-0.373460798560741,13054
SL,R,-19,-1.33803936208736,20362
CU,R,-19,-0.670430023464582,11619
FF,R,-19,0.451894162478792,52611
CH,R,-19,1.84033772302166,16724
FS,R,-19,1.33882319993304,6921
ST,R,-19,-1.39745814660752,12577
CU,L,-19,6.20215082420249,4418
SI,L,-19,0.636804556046845,11579
ST,L,-19,3.37034374413143,4904
FF,L,-19,1.16426776856663,21223
CH,L,-19,1.19454109959901,9928
SL,L,-19,6.24019230138415,8724
FC,L,-19,4.23858584042339,4405
FS,L,-19,3.61465945619589,781
SI,R,-20,1.29198492577817,25818
FC,R,-20,-0.400242068913995,13054
SL,R,-20,-1.40460466003944,20362
CU,R,-20,-0.724443653484302,11619
FF,R,-20,0.491619728699443,52611
CH,R,-20,2.00103845938528,16724
FS,R,-20,1.46881760752096,6921
ST,R,-20,-1.48438221149047,12577
CU,L,-20,6.84835914974827,4418
SI,L,-20,0.694524548245473,11579
ST,L,-20,3.48187173987819,4904
FF,L,-20,1.25708953736708,21223
CH,L,-20,1.29745447630374,9928
SL,L,-20,6.77404753424105,8724
FC,L,-20,4.56580545231272,4405
FS,L,-20,3.83405385915559,781
SI,R,-21,1.39004025506933,25818
FC,R,-21,-0.430442581586485,13054
SL,R,-21,-1.47954872926725,20362
CU,R,-21,-0.794899254588236,11619
FF,R,-21,0.535518172627475,52611
CH,R,-21,2.174555941732,16724
FS,R,-21,1.58923715709488,6921
ST,R,-21,-1.62412868634096,12577
CU,L,-21,7.52027003839073,4418
SI,L,-21,0.752941572445754,11579
ST,L,-21,3.66459664995523,4904
FF,L,-21,1.36301655980856,21223
CH,L,-21,1.39785435875804,9928
SL,L,-21,7.36270814352104,8724
FC,L,-21,4.93200977252287,4405
FS,L,-21,4.04564409412715,781
SI,R,-22,1.49574552042245,25818
FC,R,-22,-0.45688128097022,13054
SL,R,-22,-1.54867824358643,20362
CU,R,-22,-0.86839832783715,11619
FF,R,-22,0.581927049381814,52611
CH,R,-22,2.34699250603961,16724
FS,R,-22,1.73784227711254,6921
ST,R,-22,-1.74603536113175,12577
CU,L,-22,8.2487387784146,4418
SI,L,-22,0.81734138249388,11579
ST,L,-22,3.8545063779882,4904
FF,L,-22,1.47589010269615,21223
CH,L,-22,1.51927197379449,9928
SL,L,-22,7.89239682642374,8724
FC,L,-22,5.24549276245893,4405
FS,L,-22,4.31830679543908,781
SI,R,-23,1.60041641735767,25818
FC,R,-23,-0.471086944552381,13054
SL,R,-23,-1.60187005188604,20362
CU,R,-23,-0.93402373116686,11619
FF,R,-23,0.631543266023947,52611
CH,R,-23,2.52274169220759,16724
FS,R,-23,1.87747310043764,6921
ST,R,-23,-1.85477843051645,12577
CU,L,-23,8.99919446263196,4418
SI,L,-23,0.887603643398504,11579
ST,L,-23,4.02090902078734,4904
FF,L,-23,1.59957811163261,21223
CH,L,-23,1.65202376548022,9928
SL,L,-23,8.45886715385128,8724
FC,L,-23,5.54099699332096,4405
FS,L,-23,4.56768021033922,781
SI,R,-24,1.71873402818285,25818
FC,R,-24,-0.48863816861314,13054
SL,R,-24,-1.66465821159904,20362
CU,R,-24,-1.00559889685922,11619
FF,R,-24,0.683345446694589,52611
CH,R,-24,2.70898042143295,16724
FS,R,-24,2.01614116667079,6921
ST,R,-24,-1.96982506094356,12577
CU,L,-24,9.69953626301364,4418
SI,L,-24,0.963224828689789,11579
ST,L,-24,4.18101442889341,4904
FF,L,-24,1.74843756603937,21223
CH,L,-24,1.78160558411422,9928
SL,L,-24,9.04804504629219,8724
FC,L,-24,5.86816020891049,4405
FS,L,-24,4.86322790273716,781
SI,R,-25,1.83985476826908,25818
FC,R,-25,-0.503531887655064,13054
SL,R,-25,-1.72042424306881,20362
CU,R,-25,-1.07042750801914,11619
FF,R,-25,0.738125007979468,52611
CH,R,-25,2.89437846359407,16724
FS,R,-25,2.16190793162854,6921
ST,R,-25,-2.08970141826462,12577
CU,L,-25,10.3935305175506,4418
SI,L,-25,1.04449592493981,11579
ST,L,-25,4.31044017362,4904
FF,L,-25,1.91056855730557,21223
CH,L,-25,1.92803453808468,9928
SL,L,-25,9.545264943265,8724
FC,L,-25,6.17401432796373,4405
FS,L,-25,5.11045772565254,781
SI,R,-26,1.9676901640187,25818
FC,R,-26,-0.513592192913648,13054
SL,R,-26,-1.76773737879938,20362
CU,R,-26,-1.12882438547969,11619
FF,R,-26,0.787956085948751,52611
CH,R,-26,3.08214255915654,16724
FS,R,-26,2.29626826048635,6921
ST,R,-26,-2.2037522882118,12577
CU,L,-26,11.169767249568,4418
SI,L,-26,1.13247757480743,11579
ST,L,-26,4.39415841818417,4904
FF,L,-26,2.08708731702022,21223
CH,L,-26,2.07652949195473,9928
SL,L,-26,10.084521235546,8724
FC,L,-26,6.45137552864783,4405
FS,L,-26,5.37361231136171,781
SI,R,-27,2.10446568505628,25818
FC,R,-27,-0.525559292097866,13054
SL,R,-27,-1.82495121681485,20362
CU,R,-27,-1.18893063006137,11619
FF,R,-27,0.845169163027208,52611
CH,R,-27,3.28973162884029,16724
FS,R,-27,2.45442590088019,6921
ST,R,-27,-2.34067157286506,12577
CU,L,-27,11.9419010235018,4418
SI,L,-27,1.23001934985395,11579
ST,L,-27,4.46058501614771,4904
FF,L,-27,2.27560642557084,21223
CH,L,-27,2.2380813502642,9928
SL,L,-27,10.647768057889,8724
FC,L,-27,6.76096678743134,4405
FS,L,-27,5.59655489789079,781
SI,R,-28,2.24510848346703,25818
FC,R,-28,-0.531803453729291,13054
SL,R,-28,-1.8670115735616,20362
CU,R,-28,-1.23238808576475,11619
FF,R,-28,0.903786159478427,52611
CH,R,-28,3.48840690127281,16724
FS,R,-28,2.61972645096655,6921
ST,R,-28,-2.47250117723497,12577
CU,L,-28,12.734013120633,4418
SI,L,-28,1.35393178499881,11579
ST,L,-28,4.53645889721589,4904
FF,L,-28,2.48356041367449,21223
CH,L,-28,2.40055537574462,9928
SL,L,-28,11.176372232993,8724
FC,L,-28,7.0932340099397,4405
FS,L,-28,5.83061268427132,781
SI,R,-29,2.37390181044363,25818
FC,R,-29,-0.535463764836762,13054
SL,R,-29,-1.90504385636397,20362
CU,R,-29,-1.27592894572843,11619
FF,R,-29,0.952677422352699,52611
CH,R,-29,3.69375938286185,16724
FS,R,-29,2.7814238681607,6921
ST,R,-29,-2.58961877499359,12577
CU,L,-29,13.4920135213925,4418
SI,L,-29,1.47848985556045,11579
ST,L,-29,4.62765049991275,4904
FF,L,-29,2.70218293450703,21223
CH,L,-29,2.57669599276222,9928
SL,L,-29,11.696363544432,8724
FC,L,-29,7.39445611911769,4405
FS,L,-29,6.05878567425924,781
SI,R,-30,2.52334470277572,25818
FC,R,-30,-0.538192081202306,13054
SL,R,-30,-1.93567251778302,20362
CU,R,-30,-1.31433012425472,11619
FF,R,-30,1.01095264701364,52611
CH,R,-30,3.91776544001419,16724
FS,R,-30,2.96057792072217,6921
ST,R,-30,-2.71382911404356,12577
CU,L,-30,14.1523992830575,4418
SI,L,-30,1.62733340535902,11579
ST,L,-30,4.69793314307248,4904
FF,L,-30,2.93772421226699,21223
CH,L,-30,2.76425241126778,9928
SL,L,-30,12.2053834947693,8724
FC,L,-30,7.67118031489908,4405
FS,L,-30,6.30869512041246,781
SI,R,-31,2.6613503070638,25818
FC,R,-31,-0.539280134157281,13054
SL,R,-31,-1.96414898771544,20362
CU,R,-31,-1.3488874169216,11619
FF,R,-31,1.0672954385898,52611
CH,R,-31,4.15744884838461,16724
FS,R,-31,3.14069787886867,6921
ST,R,-31,-2.83008441976528,12577
CU,L,-31,14.7530025600629,4418
SI,L,-31,1.78128014751407,11579
ST,L,-31,4.74922916302161,4904
FF,L,-31,3.17711452478298,21223
CH,L,-31,2.96803210342551,9928
SL,L,-31,12.6669291167158,8724
FC,L,-31,7.91713421561192,4405
FS,L,-31,6.58427452245757,781
SI,R,-32,2.79318376890503,25818
FC,R,-32,-0.535803890044779,13054
SL,R,-32,-1.98552809236548,20362
CU,R,-32,-1.38156129998811,11619
FF,R,-32,1.11564668510839,52611
CH,R,-32,4.38947011192443,16724
FS,R,-32,3.29917111649042,6921
ST,R,-32,-2.9331560495222,12577
CU,L,-32,15.5231355704496,4418
SI,L,-32,1.95268021814501,11579
ST,L,-32,4.80633643579255,4904
FF,L,-32,3.44493877991865,21223
CH,L,-32,3.18995227410735,9928
SL,L,-32,13.1202309113786,8724
FC,L,-32,8.13766183992433,4405
FS,L,-32,6.91314578195224,781
SI,R,-33,2.94308608508872,25818
FC,R,-33,-0.530115840226955,13054
SL,R,-33,-1.99765667289516,20362
CU,R,-33,-1.4061286336105,11619
FF,R,-33,1.17547752127631,52611
CH,R,-33,4.64062874598769,16724
FS,R,-33,3.50752349557105,6921
ST,R,-33,-3.03840598586989,12577
CU,L,-33,16.2177712193814,4418
SI,L,-33,2.14683761193538,11579
ST,L,-33,4.85372546639566,4904
FF,L,-33,3.70847254027455,21223
CH,L,-33,3.41519726507731,9928
SL,L,-33,13.6149392818182,8724
FC,L,-33,8.37749882522925,4405
FS,L,-33,7.19170301919031,781
SI,R,-34,3.08996792899063,25818
FC,R,-34,-0.520010672018942,13054
SL,R,-34,-2.00530839545238,20362
CU,R,-34,-1.42697360111326,11619
FF,R,-34,1.2327426519126,52611
CH,R,-34,4.89850917254284,16724
FS,R,-34,3.68357431493809,6921
ST,R,-34,-3.13366017419474,12577
CU,L,-34,16.85957089017,4418
SI,L,-34,2.34852499137353,11579
ST,L,-34,4.91227080596491,4904
FF,L,-34,3.99695156431164,21223
CH,L,-34,3.66010416440185,9928
SL,L,-34,14.0720685439089,8724
FC,L,-34,8.57981131829693,4405
FS,L,-34,7.54095222459411,781
SI,R,-35,3.23496616256125,25818
FC,R,-35,-0.511132941310484,13054
SL,R,-35,-2.0123386816153,20362
CU,R,-35,-1.45314957426181,11619
FF,R,-35,1.2757422269145,52611
CH,R,-35,5.13300852369616,16724
FS,R,-35,3.84611255486918,6921
ST,R,-35,-3.22749630118637,12577
CU,L,-35,17.5018915980601,4418
SI,L,-35,2.55479173097851,11579
ST,L,-35,4.95130399796668,4904
FF,L,-35,4.30401848880351,21223
CH,L,-35,3.91532125913046,9928
SL,L,-35,14.4961552189776,8724
FC,L,-35,8.78378184802748,4405
FS,L,-35,7.83797690529628,781
SI,R,-36,3.39913361922104,25818
FC,R,-36,-0.499969385764841,13054
SL,R,-36,-2.01231552916223,20362
CU,R,-36,-1.4716640654495,11619
FF,R,-36,1.33365695794936,52611
CH,R,-36,5.40020579627376,16724
FS,R,-36,4.0384673971597,6921
ST,R,-36,-3.32619284024871,12577
CU,L,-36,17.9641881331167,4418
SI,L,-36,2.79704485661277,11579
ST,L,-36,4.99913559547075,4904
FF,L,-36,4.61021361094292,21223
CH,L,-36,4.17002219991446,9928
SL,L,-36,14.8529882133919,8724
FC,L,-36,8.97795425682709,4405
FS,L,-36,8.1525742975036,781
